,X,title,artist,year,lyrics,spotify_id,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,analysis_url,liveliness,pos,neg,neu,compound,num_words,num_lines,num_syllables,difficult_words,fog_index,flesch_index,f_k_grade
494,516,Forever After All,Luke Combs,2021,"Forever After All Lyrics
A cold beer's got twelve ounces
A good truck's got maybe three hundred thousand
You only get so much until it's gone
Duracells in a Maglite
A needle drop on a forty-five
Are the kinda things that only last so long

When the new wears off, and they get to gettin' old
Sooner or later, time's gonna take its toll
They say nothing lasts forever
But they ain't seen us together
Or the way the moonlight dances in your eyes
Just a T-shirt in the kitchen
With no make-up and a million
Other things that I could look at my whole life
A love like that makes a man have second thoughts
Maybe some things last forever after all

The FM station on the outskirts
Blue jeans after years of shift work
All fadin' out like I always knew they would
The strings on this guitar
The first love lost on a young heart
Those things are gonna break after the getting's good

'Cause the new wears off and they get to gettin' old
Yeah, sooner or later, time's gonna take its toll

They say nothing lasts forever
But they ain't seen us together
Or the way the moonlight dances in your eyes
Just a T-shirt in the kitchen
With no make-up and a million
Other things that I could look at my whole life
A love like that makes a man have second thoughts
Maybe some things last forever after all

They say nothing lasts forever
But they ain't seen us together
Or the way the moonlight dances in your eyes
And I know there'll be that moment
The good Lord calls one of us home and
One won't have the other by their side
But Heaven knows it, that won't last too long
Maybe some things last forever after all

After all17Embed",6IBcOGPsniK3Pso1wHIhew,0,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,4,0,0,0.0933,0.134,0.031,0.835,0.9898,118.7,-207.31,375,10,123.59,308,118.7
495,517,Go Crazy,Chris Brown & Young Thug,2021,"Go Crazy Lyrics
Oh, yeah
(Oh, is that Kaniel again?)
Oh
(Ayy, bring it, bring it back, bring it back, bring it back)
Oh, yeah

Laid up, got me thinkin', babe
Tell me if you with it 'cause I'm with it, babe
I haven't heard from you in a minute, babe
Just tell me what to do when I get it, babe
Gucci and Prada
Trips to your crib in the middle of the night
I know that you miss me 'cause I put it down right
Damn, babe, I can put you on a flight
You know that a nigga like me can change your life

Oh, baby
Everything you do is amazing
Ain't nobody watchin', go crazy
I got what you need
Everybody think you shy, but I know you a freak, lil' baby (Oh)
Everything you do is amazing (Yeah)
Ain't nobody watchin', go crazy (Yeah)
I got what you need (Yeah)
Everybody think you shy, but I know you a freak, lil' baby (Yeah)

I been overseas goin' crazy (Yeah)
I can tell you love it when we made up (Ayy)
Black and gray diamonds like a Raider (Raider)
Orange peel, your love is real (Yeah)
Lovin' skills, I need some lovin' skills (Yeah)
Left my dirty drawers and you love me still (Yeah)
Eyes come lazy, but she is real (Yeah)
Dressed to kill (Yeah, yeah, yeah)
We can bum-bum 'til you're tired (Oh)
I can put a stone by your eye (Oh)
I can see you never switchin' sides
You never tell me lies
Not rushin' tie-ties, yeah
Trips to your crib in the middle of the night
I know that you miss me 'cause I put it down right
Damn, babe, I can put you on a flight
You know that a nigga like me can change your life

Oh, baby
Everything you do is amazing
Ain't nobody watchin', go crazy (I got what you need)
I got what you need
Everybody think you shy, but I know you a freak, lil' baby

Yeah, get me lit
Hoes on my phone when they find out that I'm rich
Then they switch when they see I'm choosin' on my bitch
Top down, got her doin' donuts on the dick, yeah
Pose for the flick
Damn it, bust it, baby, watch you do it on a split
She don't need no hands or no pants, do your dance
Poppin' rubber bands, did the dash, make it fast (Oh)
(Ayy, bring it, bring it back, bring it back, bring it back)
Yeah, waitin' by me phone just to dick you down, down
Let me put it down, down
Now put it down, down
Watch me put it down, down (Bring it back, bring it back, bring it back)
Put it down, down
Trips to your crib in the middle of the night
I know that you miss me 'cause I put it down right
Damn, babe, I can put you on a flight
You know that a nigga like me can change your life

Oh, baby
Everything you do is amazing
Ain't nobody watchin', go crazy
I got what you need
Everybody think you shy, but I know you a freak, lil' baby (Oh)
Everything you do is amazing (Yeah)
Ain't nobody watchin', go crazy
I got what you need
Everybody think you shy, but I know you a freak, lil' baby49Embed",1IIKrJVP1C9N7iPtG6eOsK,0,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,176960,4,0,0,0.25,0.129,0.151,0.72,-0.8954,107.8,-173.48,627,11,113.27,566,107.8
496,518,Astronaut In The Ocean,Masked Wolf,2021,"Astronaut in the Ocean Lyrics
Astronaut

What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean, ayy
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean
She say that I'm cool (Damn straight)
I'm like, ""Yeah, that's true"" (That's true)
I believe in G-O-D (Ayy)
Don't believe in T-H-O-T
She keep playing me dumb (Play me)
I'ma play her for fun (Uh-huh)
Y'all don't really know my mental
Let me give you the picture like stencil
Fallin' out in a drought
No flow, rain wasn't pourin' down (Pourin' down)
See, that pain was all around
See, my mode was kinda lounged
Didn't know which, which way to turn
Flow was cool but I still felt burnt
Energy up, you can feel my surge
I'ma kill everything like this purge (Ayy)

Let's just get this straight for a second, I'ma work (Yuh)
Even if I don't get paid for progression, I'ma get it (Uh, get it)
Everything that I do is electric (Ayy)
I'ma keep it in a motion, keep it movin' like kinetic, ayy (Yeah, yeah, yeah, yeah, yeah)

Put this shit in a frame, better know I don't blame
Everything that I say, man, I seen you deflate
Let me elevate, this ain't a prank
Have you walkin' on a plank, li-li-li-li-like
Both hands together, God, let me pray (Now let me pray), uh
I've been goin' right, right around, call that relay (Masked Wolf)
Pass the baton, back and I'm on
Swimmin' in the pool, Kendrick Lamar, uh (Ayy)
Want a piece of this, a piece of mine, my peace a sign
Can you please read between the lines?
My rhyme's inclined to break your spine (Spine)
They say that I'm so fine (Fine)
You could never match my grind (True)
Please do not, not waste my time (Wolf)
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean, ayy
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean66Embed",3Ofmpyhv5UAQ70mENzB277,0,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,132780,4,0,0,0.15,0.17,0.086,0.744,0.9819,26.4,38.16,511,16,30.25,447,26.4
497,519,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,2021,,2sQH02O2HBCPJCztBrCWNa,0,0.659,0.662,5,-5.768,1,0.434,0.211,0.0,0.228,0.704,109.957,182438,4,0,0,0.228,,,,,,,,,,,
498,520,What You Know Bout Love,Pop Smoke,2021,"What You Know Bout Love Lyrics
Uh

Shawty go joggin' every morning (Every morning)
And she make me breakfast almost every morning (Every morning)
And she take a naked pic before she leave the door
I be wakin' up to pics before a nigga yawnin'
And every weekend my shawty comin' over (Over)
Shawty could Fendi out, but she like Fashion Nova (Nova)
She ain't drivin' no Camry, she pullin' in a Rover (Rover)
With her hair so curly, I love you, baby
She said, ""What you know 'bout love?"" (I'll tell you everything)
I got what you need (Oh)
Walk up in the store and get what you want (Go get it)
You get what you please
We 'bout to get it on, take off them drawers (I said I love you, baby)
It's just you and me
You know what I be on, I'm about to go raw (I love you, baby)
'Cause I like what I see (Oh)

Look, baby, I said I ain't gon' front (Uh)
You got my heart beatin' so fast to words I can't pronounce
And I be gettin' the chills every time I feel your touch
I be lookin' at the top and girl, it's only us
All I need is your trust
And girl I told you once, don't make me tell you twice (Word)
I know you see this print through my pants that I know you like (Like, nah)
And yo' ass be lookin' so fat when it be in them tights (In them tights)
And I'm goin' straight to the top, so hope you ain't afraid of heights
You always keep me right, for a fact, you never left (Left)
Through all the trials and tribulations, always had my best (My best)
So here's fifty-five hunnid, go and get your breasts (Your breasts)
Start rubbin' on your butt, start kissin' on your neck
Hey batter, batter, hey batter, batter (Batter)
Niggas know I had to swing, I had to make a play (Make a play)
I had to apply the pressure, 'cause you my hidden treasure
I think I'm fallin' in love
She said, ""What you know 'bout love?"" (I'll tell you everything)
I got what you need (Oh)
Walk up in the store and get what you want (Go get it)
You get what you please
We 'bout to get it on, take off them drawers (I said I love you, baby)
It's just you and me
You know what I be on, I'm about to go raw (I love you, baby)
'Cause I like what I see76Embed",1tkg4EHVoqnhR6iFEXb60y,0,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000,4,0,0,0.133,0.194,0.025,0.781,0.998,53.4,-32.09,493,22,57.57,431,53.4
499,522,Industry Baby,Lil Nas X & Jack Harlow,2021,"INDUSTRY BABY Lyrics
(D-D-Daytrip took it to ten, hey)
Baby back, ayy, couple racks, ayy
Couple Grammys on him, couple plaques, ayy
That's a fact, ayy, throw it back, ayy
Throw it back, ayy
And this one is for the champions
I ain't lost since I began, yeah
Funny how you said it was the end, yeah
Then I went did it again, yeah
I told you long ago on the road
I got what they waiting for
I don't run from nothing, dog
Get your soldiers, tell 'em I ain't layin' low
You was never really rooting for me anyway
When I'm back up at the top, I wanna hear you say
He don't run from nothin', dog
Get your soldiers, tell 'em that the break is over

Uh, need to, uh
Need to get this album done
Need a couple number onеs
Need a plaque on every song
Need mе like one with Nicki now
Tell a rap nigga I don't see ya, hah
I'm a pop nigga like Bieber, hah
I don't fuck bitches, I'm queer, hah
But these niggas bitches like Madea, yeah, yeah, yeah, ayy (Yeah)
Oh, let's do it
I ain't fall off, I just ain't release my new shit
I blew up, now everybody tryna sue me
You call me Nas, but the hood call me Doobie, yeah
And this one is for the champions
I ain't lost since I began, yeah
Funny how you said it was the end, yeah
Then I went did it again, yeah
Related Songs
I told you long ago on the road
I got what they waiting for (I got what they're waiting for)
I don't run from nothing, dog
Get your soldiers, tell 'em I ain't layin' low (Bitch, I ain't runnin' from nowhere)
You was never really rooting for me anyway (Ooh, ooh)
When I'm back up at the top, I wanna hear you say (Ooh, ooh)
He don't run from nothin', dog
Get your soldiers, tell 'em that the break is over (Yeah)

My track record so clean, they couldn't wait to just bash me
I must be gettin' too flashy, y'all shouldn't have let the world gas me (Woo)
It's too late 'cause I'm here to stay and these girls know that I'm nasty (Mmm)
I sent her back to her boyfriend with my handprint on her ass cheek
City talkin', we takin' notes
Tell 'em all to keep makin' posts
Wish he could, but he can't get close
OG so proud of me that he chokin' up while he makin' toasts
I'm the type that you can't control, said I would, then I made it so
I don't clear up rumors (Ayy), where's y'all sense of humor? (Ayy)
I'm done makin' jokes 'cause they got old like baby boomers
Turned my haters to consumers, I make vets feel like they juniors (Juniors)
Say your time is comin' soon, but just like Oklahoma (Mmm)
Mine is comin' sooner (Mmm), I'm just a late bloomer (Mmm)
I didn't peak in high school, I'm still out here gettin' cuter (Woo)
All these social networks and computers
Got these pussies walkin' 'round like they ain't losers
I told you long ago on the road
I got what they waiting for (I got what they waiting for)
I don't run from nothing, dog
Get your soldiers, tell 'em I ain't layin' low (Bitch, I ain't runnin' from nowhere)
You was never really rooting for me anyway
When I'm back up at the top, I wanna hear you say
He don't run from nothin', dog
Get your soldiers, tell 'em that the break is over
Yeah
I'm the industry baby, mmm
I'm the industry baby
Yeah147Embed",27NovPIUIRrOZoCHxABJwK,0,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000,4,0,0,0.0501,0.167,0.038,0.795,0.9972,119.1,-208.33,716,33,123.92,618,119.1
500,523,Therefore I Am,Billie Eilish,2021,"Therefore I Am Lyrics
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am

Stop, what the hell are you talking about? Ha
Get my pretty name out of your mouth
We are not the same with or without
Don't talk 'bout me like how you might know how I feel
Top of the world, but your world isn't real
Your world's an ideal
So go have fun
I really couldn't care less
And you can give 'em my best, but just know

I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am

I don't want press to put your name next to mine
We're on different lines, so I
Wanna be nice enough, they don't call my bluff
'Cause I hate to find
Articles, articles, articles
Rather you remain unremarkable (Got a lotta)
Interviews, interviews, interviews
When they say your name, I just act confused

Did you have fun?
I really couldn't care less
And you can give 'em my best, but just know
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am

I'm sorry
I don't think I caught your name
I'm sorry
I don't think I caught your name

I'm not your friend (I'm not your friend)
Or anything, damn
You think that you're the man (They wanna, they can try)
I think, therefore, I am
I'm not your friend (I'm not your friend)
Or anything, damn (They wanna)
You think that you're the man
I think, therefore, I am179Embed",54bFM56PmE4YLRnqpW6Tha,0,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,174321,4,0,0,0.055,0.1,0.201,0.699,-0.9849,40.4,-3.6,377,9,43.29,322,40.4
501,524,Up,Cardi B,2021,"Up Lyrics
Up, up, up (Ayy), up (Uh), up, look (This is fire)
Once upon a time, man, I heard that I was ugly
Came from a bitch who nigga wanna fuck on me

I said my face bomb, ass tight
Racks stack up Shaq height
Jewelry on me, flashlight
I been lit since last night
Hit him with that good good
Make a nigga act right
Broke boys don't deserve no pussy
(I know that's right)
Big bag bussin' out the Bentley Bentayga
Man, Balenciaga Bardi back and all these bitches fucked
It's big bags bussin' out the Bentley Bentayga, man
Birkin bag, Bardi back and all you bitches fucked
If it's up, then it's up, then it's up, then it's stuck
If it's up, then it's up, then it's up, then it's stuck, huh (Ayy)
Up, then it's up, if it's up, then it's stuck (Huh)
If it's up, then it's up, then it's up, then it's stuck, huh (Woo)

I could make the party hot, I could make your body rock
Bitches say they fuckin' with me, chances are they probably not
If I had a dick, you'd probably lick it like a lollipop
Hoes speakin' cap-enese, hit 'em with karate chop
I'm forever poppin' shit, pullin' up and droppin' shit
Gotta argue with him 'cause a nigga love a toxic bitch
Niggas out here playin', gotta make 'em understand
If ain't no ring on my finger, you ain't goin' on my 'Gram

I said my face bomb, ass tight (Yeah)
Racks stack up Shaq height (Yeah)
Jewelry on me, flashlight (Huh)
I been lit since last night (Woo)
Hit him with that good good
Make a nigga act right (Ah)
Broke boys don't deserve no pussy
(I know that's right)
Big bag bussin' out the Bentley Bentayga
Man, Balenciaga Bardi back and all these bitches fucked (Woo)
It's big bags bussin' out the Bentley Bentayga, man
Birkin bag, Bardi back and all you bitches fucked
If it's up, then it's up, then it's up, then it's stuck
If it's up, then it's up, then it's up, then it's stuck, huh (Ayy)
Up, then it's up, if it's up, then it's stuck
If it's up, then it's up, then it's up, then it's stuck, huh (Ayy)

Bitches ain't fuckin' with me now and I can see why
Dirty-ass, dusty-ass bitch, you got pink eye
Bitches want smoke until I bring it to they doorstep
Tell that bitch back back, breath smell like horse sex (Ha)
Put it on him now, he will never be the same (He won't)
Tatted on my ass 'cause I really like the pain (Ah)
He nutted on my butt, I said, ""I'm glad that you came""
If that nigga had a twin, I would let 'em run a train (Skrrt)

Big bag bussin' out the Bentley Bentayga
Man, Balenciaga Bardi back and all these bitches fucked (Woo)
It's big bags bussin' out the Bentley Bentayga, man
Birkin bag, Bardi back and all you bitches fucked (Ooh)
If it's up, then it's up, then it's up, then it's stuck
If it's up, then it's up, then it's up, then it's stuck, huh (Woo)
Up, then it's up, if it's up, then it's stuck (Woo)
If it's up, then it's up, then it's up, then it's stuck, huh

Look, gotta play it safe, huh
No face, no case (Hahaha)181Embed",1XXimziG1uhM0eDNCZCrUl,0,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,156945,4,0,0,0.0461,0.071,0.22,0.709,-0.9986,218.9,-468.17,656,22,226.42,565,218.9
502,525,Fancy Like,Walker Hayes,2021,"Fancy Like Lyrics
Ayy
My girl is bangin', she's so low maintenance
Don't need no champagne-poppin' entertainment
Take her to Wendy's, can't keep her off me
She wanna dip me like them fries in her Frosty

But every now and then, when I get paid
I gotta spoil my baby with an upgrade (Yeah)
Ayy, ayy, ayy
Yeah, we fancy like Applebee's on a date night
Got some Bourbon Street steak with the Oreo shake
Get some whipped cream on the top, too
Two straws, one check, girl, I got you
Bougie like Natty in the styrofoam
Squeaky-squeakin' in the truck bed all the way home
With some Alabama-jamma, she my Dixieland delight (Hey)
That's how we do, how we do, fancy like

Ooh
Fancy like, ooh
Fancy like, ooh
Fancy like, ooh

Uh
Don't need no Tesla to impress her (Don't need no Tesla to impress her)
My girl is happy rollin' on a Vespa (There she go)
Don't need no mansion to get romancin' (Ooh, woo)
She's super fine, double wide, slow dancin' (Slow dancin')

But every now and then, when I get paid
I gotta spoil my baby with an upgrade (Yeah)
Ayy, ayy, ayy
Yeah, we fancy like Applebee's on a date night (That's right)
Got some Bourbon Street steak with the Oreo shake (Ayy)
Get some whipped cream on the top, too (Gotta add that whipped cream)
Two straws, one check, girl, I got you (Girl, I got you)
Bougie like Natty in the styrofoam (Styrofoam)
Squeaky-squeakin' in the truck bed all the way home (All the way home)
With some Alabama-jamma, she my Dixieland delight (Hey)
That's how we do, how we do, fancy like

My new, clean blue jeans without the holes in 'em
Country kisses on my lips without  theSkoal in 'em
Yeah, she probably gon' be keepin' some Victoria's Secrets
Maybe a little Maybelline but she don't need it
In the kitchen light, radio slows down
Boxed wine, then her up-do goes down

Ayy
Yeah, we fancy like Applebee's on a date night (That's right)
Got some Bourbon Street steak with the Oreo shake (Ayy)
Get some whipped cream on the top, too (Gotta add that whipped cream)
Two straws, one check, girl, I got you
Bougie like Natty in the styrofoam (Styrofoam)
Squeaky-squeakin' in the truck bed all the way home (All the way home)
With some Alabama-jamma, she my Dixieland delight (Hey)
That's how we do, how we do, fancy like7Embed",58UKC45GPNTflCN6nwCUeF,0,0.647,0.765,1,-6.459,1,0.06,0.111,0.0,0.315,0.855,79.994,161853,4,0,0,0.315,0.233,0.017,0.75,0.9986,159.3,-312.87,506,28,165.48,412,159.3
503,526,Dakiti,Bad Bunny & Jhay Cortez,2021,"DÁKITI Lyrics

Baby, ya yo me enteré, se nota cuando me ve'
Ahí donde no has llega'o sabe' que yo te llevaré
Y dime qué quiere' beber, es que tú ere' mi bebé
¿Y de nosotro' quién va a hablar? Si no nos dejamo' ver

Y a vece' e' Dolce, a vece' Bulgari
Cuando te lo quito despué' de lo' partie'
Las copa' de vino, las libra' de mari
Tú estás bien suelta, yo de safari
Tú muevе' el culo fenomenal
Pa' yo dеvorarte como animal
Si no te ha' venío', yo te vo'a esperar
En mi cama y lo vo'a celebrar
Baby, a ti no me opongo
Y siempre te lo pongo
Y si tú me tira', vamo' a nadar en lo hondo
Si e' por mí te lo pongo
De septiembre hasta agosto
A mí sin cojone' lo que digan tu' amiga'

Ya yo me enteré, se nota cuando me ve'
Ahí donde no ha' llega'o sabe' que yo te llevaré
Y dime qué quiere' beber, e' que tú ere' mi bebé
¿Y de nosotro' quién va a hablar? Si no nos dejamo' ver (¿Me sigue'?)

Mami, me tiene' juquea'o, sí
Si fuera' la Uru', me tuviese' parquea'o
Dando vuelta' por Condado, contigo siempre arrebata'o
Tú no ere' mi señora, pero
Toma cinco mil, gástalo en Sephora
Louis Vuitton, ya no compra en Pandora
Como piercing, a los hombre' perfora, eh-eh-eh

Hace tiempo le rompieron el cora (El cora)
Estudiosa, puesta pa' ser doctora (Doctora)
Pero (Pero), le gustan los títere' wheeleando motora (Motora)
Yo estoy pa' ti las veinticuatro hora'
Baby, a ti no me opongo
Y siempre te lo pongo (-pre te lo pongo)
Y si tú me tira', vamo' a nadar en lo hondo (Nadar en lo hondo)
Si es por mí te lo pongo
De septiembre hasta agosto
Y a mí sin cojone' lo que digan tu' amiga'

Ya yo me enteré, se nota cuando me ve'
Ahí donde no ha' llega'o sabe' que yo te llevaré
Y dime qué quiere' beber, e' que tú ere' mi bebé
¿Y de nosotro' quién va a hablar? Si no nos dejamo' ver

Y a vece' e' Dolce, a vece' Bulgari
Cuando te lo quito despué' de lo partie'
La' copa' de vino, las libra' de mari
Tú estás bien suelta, yo de safari
Tú mueve' el culo fenomenal
Pa' yo devorarte como animal
Si no te ha' venío', yo te vo'a esperar
En mi cama y lo vo'a celebrar73Embed",47EiUVwUp4C9fGccaPuUCS,0,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4,0,0,0.113,0.023,0.084,0.893,-0.9681,33.1,4.56,567,67,34.69,413,33.1
504,527,Best Friend,Saweetie Featuring Doja Cat,2021,,2etHQJxIbV0soyPhelVs9Y,0,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,155884,4,0,0,0.0684,,,,,,,,,,,
505,528,Rapstar,Polo G,2021,"RAPSTAR Lyrics
(Shout out my nigga Synco)

Uh (Tuned up), copped a BMW, new deposit, I picked up another bag
Like fuck it, I'ma count while I'm in it
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it
And we might have a child when I'm finished
Uh, I won't love a ho, after we fuck, she can't get near me
Only bitch I give a conversation to is Siri
My pants Amiri, yes, I'm winnin', clearly
I'm the chosen one, seen my potential, so they fear me
Lately I've been prayin', God, I wonder, can You hear me?
Thinkin' 'bout the old me, I swear I miss you dearly
Stay down 'til you come up, I've been stickin' to that theory
Every day a battle, I'm exhausted and I'm weary
Make sure I smile in public, when alone, my eyes teary
I fought through it all, but that shit hurt me severely
I've been gettin' high to hide behind my insecurities
Takin' different pills, but I know it ain't gon'—

Uh, copped a BMW, new deposit, I picked up another bag
Like fuck it, I'ma count while I'm in it
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it (Uh, uh)
And we might have a child when I'm finished
They say I'm Pac rebirth, never put out a weak verse
Homicides when we lurk, I'ma step 'til my feet hurt
Been puttin' them streets first
White tees turned burgundy t-shirts
Lookin' for somethin' real, he stuck in a deep search
Anxiety killin' me, I just want to leave Earth
When they ask if I'm okay, it just make everything seem worse
Try and explain your feelings, sound like something you rehearsed
Stabbed me in my back with a clean smirk
Lookin' so deep into your eyes, I can read your thoughts, so
Shut the fuck—, I mean, please don't talk
I done been through too much and I don't need another loss
Put that on every war scar for every battle I fought

Uh, copped a BMW, new deposit, I picked up another bag
Like fuck it, I'ma count while I'm in it
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it
And we might have a child when I'm finished
When I'm finished, when I'm finished189Embed",18vXApRmJSgQ6wG2ll9AOg,0,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,165926,4,0,0,0.129,0.091,0.181,0.728,-0.9956,41.0,-5.13,642,29,44.18,544,41.0
506,529,Heartbreak Anniversary,Giveon,2021,"HEARTBREAK ANNIVERSARY Lyrics
Ooh

Balloons are deflated
Guess they look lifeless like me
We miss you on your side of the bed, mmm
Still got your things here
And they stare at me like souvenirs
Don't wanna let you out my head
Just like the day that I met you, the day I thought forever
Said that you love me, but that'll last for never
It's cold outside like when you walked out my life
Why you walk out my life?

I get like this every time
On these days that feel like you and me
Heartbreak anniversary
'Cause I remember every time
On these days that feel like you and me
Heartbreak anniversary, do you ever think of me?
(Oh-ooh) No
(Ooh) No, no, no
(Ooh, ooh) Ooh, nah (Ooh)

I'm buildin' my hopes up
Like presents unopened 'til this day
I still see the messages you read, mmm
I'm foolishly patient (Foolishly patient)
Can't get past the taste of your lips (Taste of your lips)
Don't wanna let you out my head

Just like the day that I met you, the day I thought forever
Said that you love me but that'll last for never
It's cold outside like when you walked out my life
Why you walk out my life? (My life)
I get like this every time
On these days that feel like you and me
Heartbreak anniversary
'Cause I remember every time
On these days that feel like you and me
Heartbreak anniversary, do you ever think of me?
(Oh-ooh) Of me
(Ooh) 'Cause I think of you, think of you
(Ooh, ooh, ooh-ooh)98Embed",3FAJ6O0NOHQV8Mc5Ri6ENp,0,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371,3,0,0,0.303,0.158,0.126,0.716,0.844,19.6,50.71,318,13,22.11,269,19.6
507,530,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,2021,,0PvFJmanyNQMseIFrU708S,0,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,190476,4,0,0,0.193,,,,,,,,,,,
508,531,Calling My Phone,Lil Tjay Featuring 6LACK,2021,,3J8EOeKLTLXORtWPpOU5bE,0,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458,4,0,0,0.135,,,,,,,,,,,
509,532,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,2021,,5zFglKYiknIxks8geR8rcL,0,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,227395,4,0,0,0.154,,,,,,,,,,,
510,533,Holy,Justin Bieber Featuring Chance The Rapper,2021,,5u1n1kITHCxxp8twBcZxWy,0,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,212093,4,0,0,0.0898,,,,,,,,,,,
511,534,On Me,Lil Baby,2021,"On Me Lyrics
(What's happenin', Chi Chi?)

Fill the bando up with bags, give the lil' bro them a job
You can come get rich with us, you gon' eat or you gon' starve?
Keep a certified hitter sittin', I pay him not to rob
Hop out 2020 Cullinan, I'm ridin' in the stars
Know some people hate that I'm on top, I bulletproofed the car
All the members made free bands off packs, live like they crackin' cards
Joe know for a fact I keep it real, he still ain't take the charge
Why she talkin' crazy 'bout me like I don't do more than my part?
I can't play with my creation, give the world to my lil' boys
I been savin' more than I been spendin', that's what I bе on
I'm a human, I'm not perfect, I know sometimеs I be wrong
I'm like, ""Come and put that pussy on me, don't be runnin' from me""
If I like it, I spend money on it, get whatever from me
Put six figures in your business, I do real shit
I drop cash at the dealership, they'll mail you a pink slip
She make sure she keep her nails did and her wig fixed
Went to jail and that one held me down, she a real bitch
Hundred rounds in the double drum, this a Kel-Tec
Marco been in prison for a while, but he still flex

I told brodie 'nem to park the car, but they still wrecked
I don't think nobody around steal, but I still check
I don't got a hundred mil' yet, I can't chill yet
But don't get it misconstrued, yeah, I get real checks
Baby fuckin' like a pornstar, we have real sex
Have nobody in our business, we take Learjets
Say she like when I perform, so I fuck her with my chains on
And she handlin' her part, so I let her play the main role
Ain't have to get rich for these partners, still with the same folks
And I can't beef with none of you niggas, not in the same boat
I'm never gon' get caught up about it, know how the game go
Tennis chain bustin', look like rainbows

I'm like, ""Come and put that pussy on me, don't be runnin' from me""
If I like it, I spend money on it, get whatever from me
Put six figures in your business, I do real shit
I drop cash at the dealership, they'll mail you a pink slip
She make sure she keep her nails did and her wig fixed
Went to jail and that one held me down, she a real bitch
Hundred rounds in the double drum, this a Kel-Tec
Marco been in prison for a while, but he still flex
I'm like, ""Come and put that pussy on me, don't be runnin' from me""
If I like it, I spend money on it, get whatever from me36Embed",4Iedi94TIaB2GGb1nMB68v,0,0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972,135960,4,0,0,0.134,0.105,0.1,0.795,-0.2574,45.6,-11.59,562,27,49.89,494,45.6
